Tweet,nmf_w2v_topic_id,date,Time,Location,User_ID
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43475,Thu Jan 10 20:14:47 +0000 2019,"Indiana, USA",51284138
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43475,Thu Jan 10 20:17:48 +0000 2019,"Pleasant Hills, PA",531446492
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43475,Thu Jan 10 20:19:12 +0000 2019,"Ohio, USA",3290029721
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43475,Thu Jan 10 20:22:20 +0000 2019,"Humble, TX",800331857061478000
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43475,Thu Jan 10 20:24:15 +0000 2019,"Lake Butler, FL",1912570946
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43475,Thu Jan 10 20:30:11 +0000 2019,"Austin, TX",1044924821778420000
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43475,Thu Jan 10 20:33:05 +0000 2019,"Elkhart, IN",3102231688
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43475,Thu Jan 10 20:35:18 +0000 2019,"Poway, CA",1034987773843790000
Tonight at Whiskey Chicks we have the Rage in the Cage weigh in! Stop by to support the fighters. Doors open at 5. #whiskeychicks #okc #bricktown,10,43475,Thu Jan 10 20:35:35 +0000 2019,"Oklahoma City, OK",1042969661200050000
"Spread the word &amp; join us for #MASBAcon19, the #BestConferenceEver, March 1-3 at the @RenaissanceAus! Registration is FREE for #MASBA superintendents &amp; trustees who register before 1/31! Pls RT &amp; register for this fun-filled experience of adult learning at ",10,43475,Thu Jan 10 20:35:53 +0000 2019,"Austin, TX",938634235249942000
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43475,Thu Jan 10 20:43:00 +0000 2019,"Eatontown, NJ",2574581075
I totally agree I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43475,Thu Jan 10 20:49:58 +0000 2019,"Kentucky, USA",822974963703484000
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43475,Thu Jan 10 20:51:54 +0000 2019,"Northglenn, CO",806632877668569000
I agree with @tedcruz that it is LONG past time for #Congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43475,Thu Jan 10 20:59:17 +0000 2019,"Missouri, USA",1045776956225190000
@realDonaldTrump itâs a crisis at our borders. We need major immigration reform. Please donât settle by declaring a crisis and fighting it in Court. Stand your ground and we will stand with you. #wall #Immigration reform,4,43475,Thu Jan 10 21:00:17 +0000 2019,"Duluth, MN",936728405738950000
News: President Trump will be visiting New Orleans on MLK Day. We are calling on all protesters to be there that'sâ¦ ,9,43475,Thu Jan 10 21:04:48 +0000 2019,"New Orleans, LA",289996963
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43475,Thu Jan 10 21:07:52 +0000 2019,"Pinehurst, NC",885580703542411000
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43475,Thu Jan 10 21:12:08 +0000 2019,"Texas, USA",3905616921
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43475,Thu Jan 10 21:16:30 +0000 2019,"Boston, MA",31210469
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43475,Thu Jan 10 21:16:40 +0000 2019,"California, USA",950072516118114000
#tbt to San Diegoâs U.S. Postal Service workers fighting against a corporate takeover! RT if you support the Peopleâ¦ ,4,43475,Thu Jan 10 21:16:55 +0000 2019,"San Diego, CA",1014668148
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43475,Thu Jan 10 21:19:51 +0000 2019,"Greenwood Lake, NY",1869523958
"@petermarteka @mikaelaporterHC She may not live to see that glory, but she will gladly join the fight (to get tickets).",10,43475,Thu Jan 10 21:23:47 +0000 2019,"Hartford, CT",17137363
This is the only thing I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43475,Thu Jan 10 21:32:38 +0000 2019,"Rowlett, TX",72634929
"@realDonaldTrump Keep up the fight Mr. President cause we don't care what the fakes in D.C, New York, or media say. We the people will stand with u in this fight must protect America and stop the crimes happening to women and children at boarder.",8,43475,Thu Jan 10 21:33:34 +0000 2019,"Tennessee, USA",1001049503452070000
"Earlier today, the #Durham City Council appointed Kimberly M. Rehberg as the Interim City Attorney effective March 9. Current City Attorney Patrick Baker announced his resignation earlier this week to join @CLTgov as their next city attorney. Details here: ",10,43475,Thu Jan 10 21:38:42 +0000 2019,"Durham, NC",545202357
".@SenatorLankford says he would support the Democrat sponsored bill that gives back pay to low income federal contract workers like janitors, food &amp; security service employees: âthis is not their fault. This is a fight not of their making, theyâre just a victim of this fight.â ",5,43475,Thu Jan 10 21:39:38 +0000 2019,"Washington, DC",3066095122
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43475,Thu Jan 10 21:41:24 +0000 2019,"Alabama, USA",1849730120
"If @CBS decides to carry through, I will organize a BOYCOTT of the Superbowl for as many people as wish to join me.â¦ ",1,43475,Thu Jan 10 21:42:55 +0000 2019,"Atlanta, GA",18397725
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43475,Thu Jan 10 21:48:32 +0000 2019,"Long Beach, CA",2511256044
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43475,Thu Jan 10 21:50:21 +0000 2019,"Atascocita, TX",111477678
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43475,Thu Jan 10 21:51:18 +0000 2019,"Aledo, TX",2442689426
"Labor Rally at AFL CIO HQ today at noon. Well attended by many workers currently affected by the Trump Shutdown, as well as all walks of society the crowd moved enmass to the WH to show support to end the shutdown ASAP ",9,43475,Thu Jan 10 21:51:38 +0000 2019,"West Virginia, USA",15963614
"Spread the word &amp; join us for #MASBAcon19, the #BestConferenceEver, March 1-3 at the @RenaissanceAus! Registrationâ¦ ",4,43475,Thu Jan 10 21:53:26 +0000 2019,"Austin, TX",584472867
"Can someone please tell me how to help the @NatlParkService ???
I'm so so sad reading all these stories about people trashing them but I can't find any info on how to help

@AltNatParkSer @ScienceMarchDC",1,43475,Thu Jan 10 22:03:21 +0000 2019,"Gainesville, FL",633361501
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43475,Thu Jan 10 22:05:02 +0000 2019,"Deer Park, TX",2248694604
I cleaned 27.01 pounds of trash using @OurOcean #CleanSwell app! Join me in the fight for trash free seas: ,10,43475,Thu Jan 10 22:10:05 +0000 2019,"California, USA",3553734973
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43475,Thu Jan 10 22:15:55 +0000 2019,"Nevada, USA",238657525
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43475,Thu Jan 10 22:16:24 +0000 2019,"Hebron, TX",18990846
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43475,Thu Jan 10 22:17:25 +0000 2019,"Georgia, USA",828382858871980000
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43475,Thu Jan 10 22:18:04 +0000 2019,"Houston, TX",2469376832
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43475,Thu Jan 10 22:21:22 +0000 2019,"Big Spring, TX",33253379
I just joined @TrevorProject in the fight to end #conversiontherapy. Will you join me? ,5,43475,Thu Jan 10 22:24:30 +0000 2019,"Ohio, USA",292641936
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43475,Thu Jan 10 22:24:46 +0000 2019,"Gilroy, CA",71180408
@seungminkim @LindseyGrahamSC Yes encourage him Lindsey! Put ppl back to work! Fight it out in court and when the facts come out itâs not a real emergency you will already be serving time for TREASON!  You know Trumps crimes and are complicit!  #StopTheShutdown #StopTheShutdown #StopTheShutdown,6,43475,Thu Jan 10 22:25:03 +0000 2019,"Los Angeles, CA",897113267021127000
@CWJaneTheVirgin Really?!? MARCH?!?!? The wait is already killing me! Can @justinbaldoni make his movie come out sooner to tide us over?!!,10,43475,Thu Jan 10 22:25:24 +0000 2019,"Meridian, CO",378966269
"=@Emperor_Justin if he means to join my fight, heâll find another opportunity to do it ð",6,43475,Thu Jan 10 22:30:18 +0000 2019,"Clark, NJ",27298038
"EXTRA! EXTRA!

Thereâs a climb for a cause in NYC March 3rd to support research &amp; services to the MS community.

Register for the climb or donate &amp; join my team cause we will be having fun climbin for myelin and cheesin for lesions all the way to the top!

",10,43475,Thu Jan 10 22:34:11 +0000 2019,"Manhattan, NY",604091540
=@salena_ti on my way to Bloomington to fight your neighbor in the name of sailor ðª,6,43475,Thu Jan 10 22:42:35 +0000 2019,"Plainfield, IN",375628693
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 03:35:21 +0000 2019,"Jacksboro, TX",2925314850
"@MrsOrman Iâm dying for March 5, when CVV &amp; Everlasting Rose (Belles sequel) come out. ð¤â¤ï¸ð",6,43476,Fri Jan 11 03:48:14 +0000 2019,"Illinois, USA",752961147112914000
"=@LindseyGrahamSC @realDonaldTrump we donât want to test that nuclear bomb now, do we? once out you canât put it back. democracy ends. what Did we fight wars about? Why? to just join the authoritarian rulers club?",5,43476,Fri Jan 11 03:49:26 +0000 2019,"Frisco, TX",1326874922
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 03:56:48 +0000 2019,"El Paso, TX",1013040887109160000
Git Back JACK--Give him no JIVE...He is the BAAAD'EST Cat in '75 - THE CANDY TANGERINE MAN explodes on to the screen Sunday 01/13 - starring John Daniels (Black Shampoo) Tix: ,8,43476,Fri Jan 11 03:58:08 +0000 2019,"Arizona, USA",632377475
"As a parent of students at the #ClevelandHumanitiesMagnet &amp; #ColfaxCharter &amp; a @sagaftra member, I stand with @UTLAnow educators as they fight for a fair contract/smaller class sizes/full &amp; equitable funding to support students, and RESPECT.  #Red4Ed #Strikeready #UTLAStrong",10,43476,Fri Jan 11 04:04:36 +0000 2019,"Los Angeles, CA",754174355299569000
"As a parent of students at the #ClevelandHumanitiesMagnet &amp; #ColfaxCharter &amp; a @sagaftra member, I stand with @UTLAnow educators as they fight for a fair contract/smaller class sizes/full &amp; equitable funding to support students, and RESPECT.  #Red4Ed #Strikeready #UTLAStrong ",10,43476,Fri Jan 11 04:05:32 +0000 2019,"Los Angeles, CA",754174355299569000
@bill_buford Ha! I am rereading too! I am going to Florence in March and hopefully spending some time at the butcheâ¦ ,0,43476,Fri Jan 11 04:08:21 +0000 2019,"Manhattan, NY",2802056818
It's official I'm going to see Panic! At the disco in March.,10,43476,Fri Jan 11 04:14:39 +0000 2019,"Houston, TX",4237643713
Tomorrow we have a pep rally to celebrate our spring sports athletes!! 2:30 sharp at DMS! We are planning some amazing fun and sprit!! Come out and support all our Raiders!! â¤ï¸ð¤ @â¦ ,10,43476,Fri Jan 11 04:22:26 +0000 2019,"Decatur, AL",724726740
I am FIGHTING with iTunes support over my fucking Harry Potter and the Goblet of Fire,4,43476,Fri Jan 11 04:22:41 +0000 2019,"Los Angeles, CA",16523618
I say âhelloâ so much at work when greeting people that it starts sounding like holo after a while and then my inner @nailogical wants to come out and I have to fight back urge to start talking about holo and multi-chrome and just how beautiful they are ðð ,5,43476,Fri Jan 11 04:26:08 +0000 2019,"Tennessee, USA",453214041
"@RepAOC health care is important to everyone. How is Congress going to support the 300,000 #LymeDisease patients in the fight for a cure. #LymeDisease is a real humanitarian issue we need to fight.",2,43476,Fri Jan 11 04:28:09 +0000 2019,"Odenton, MD",2175802042
DFT supports UTLA! Wear red on Monday 1/14 in support of @UTLAnow Sign the petition ,7,43476,Fri Jan 11 04:31:14 +0000 2019,"Southfield, MI",333480345
I am thrilled to be presenting with this amazing group in March in the gorgeous setting of 1440multiversity near Santa Cruz. Join us March 22-24!! @ 1440 Multiversity ,10,43476,Fri Jan 11 04:36:23 +0000 2019,"Scotts Valley, CA",25037451
I am thrilled to be presenting with this amazing group in March in the gorgeous setting of 1440multiversity near Santa Cruz. Join us March 22-24!! @ 1440 Multiversity ,10,43476,Fri Jan 11 04:48:25 +0000 2019,"Scotts Valley, CA",25037451
"IM DONE WITH YOU FAKE ASS HOES THAT GET YOUR POLITICAL VIEWS FROM TWITTER, JOIN A CAMPAIGN, START A PROTEST, READ A FUCKING BOOK",6,43476,Fri Jan 11 04:50:19 +0000 2019,"Chico, CA",4562075832
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 04:58:22 +0000 2019,"Houston, TX",161921912
@ScottPresler @adobemama We are in NOVA. Count me in to meet up for a yellow vest protest against the most tyrannical Congress ever elected (errr rigged election)? Like minded must band together to support POTUS &amp; insure we dont lose our country in 2020.,3,43476,Fri Jan 11 05:03:36 +0000 2019,"Virginia, USA",734259941230448000
@CaliGirlKandi @GillianA Right?!?! Seriously! This guy needs to learn this fandom is not to be trifled with. We are strong women and we have numbers! We support each other and we are not afraid of a fight! ðª,8,43476,Fri Jan 11 05:06:34 +0000 2019,"Canyon Rim, UT",1571649620
Senator @MarkWarner speaks to @NATCA rally attendees in support of the #aviation safety stakeholders in the crowd. ,9,43476,Fri Jan 11 05:19:08 +0000 2019,"Warrenton, VA",334081984
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 05:37:21 +0000 2019,"Los Angeles, CA",710212852108230000
Proud to join âThe Fighting 59thâ slate as we seek to be elected to serve our 59th Assembly District neighbors as yâ¦ ,4,43476,Fri Jan 11 05:49:13 +0000 2019,"Los Angeles, CA",192911711
"If this continues to go as itâs going now, Georgia needs to protest, and citizens from other states need to join wiâ¦ ",6,43476,Fri Jan 11 05:53:22 +0000 2019,"North Springfield, VA",1051186452
What it's going to come down to is WE AMERICAN VOTERS &amp; TAX PAYERS are going to have to get together and March on Capital Hill and tell People Like Peloise &amp; Schumer that they Work for Us not the other way around. We don't care what they want . and Make them GET. Muslims out now,1,43476,Fri Jan 11 05:56:27 +0000 2019,"Berlin, WI",922111490009812000
What it's going to come down to is WE AMERICAN VOTERS &amp; TAX PAYERS are going to have to get together and March on Câ¦ ,2,43476,Fri Jan 11 05:58:09 +0000 2019,"Berlin, WI",922111490009812000
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 06:19:49 +0000 2019,"Florida, USA",29821321
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 06:51:27 +0000 2019,"Texas, USA",716586294
"Can we support TXT like we support BTS, pleassse ðð» ARMYs are fighting for you @TXT_bighit #TOMORROW_X_TOGETHER #BTSARMYs #BTS",4,43476,Fri Jan 11 14:18:15 +0000 2019,"Cloverleaf, TX",1043675431679980000
"@WayneDupreeShow Wayne you need to speak with @Lady_Vi_2U she is trying to get a rally going in DC at the Capitol Building on Saturday February 23rd in Support of our @POTUS @FLOTUS &amp; too let the USA &amp; WORLD HOW MUCH WE SUPPORT OUR PRESIDENT.
YOU SHOULD BE A SPEAKER FOR THIS EVENT",9,43476,Fri Jan 11 14:18:33 +0000 2019,"Conroe, TX",4725809381
@ArielElyseGold @HenMazzig @AngelinaNewsom @LilaR @AshagerAraro @MohammedAssaf89 @ArabIdol Palestinians donât have to be there they can leave. They violated past agreements therefore forfeiting any deals made to that point as defined by rules any other nation must follow. Israel is the land of Jews. Every Jew/Christian alike must fight for Israel! #proudzionist,2,43476,Fri Jan 11 14:28:08 +0000 2019,"Green Hill, TN",74656053
"@LindseyGrahamSC @realDonaldTrump You try to get a coalition of senators   together to get the gov't open Pence shoots you &amp; that idea down. Then rather then fighting on, you capitulate &amp; move to your support &amp; enable Trump mode.  PATHETIC! VOTE YOU OUT!",9,43476,Fri Jan 11 14:30:45 +0000 2019,"Marcellus, NY",49017141
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 14:31:56 +0000 2019,"Griffin, GA",107075231
Enough is enough. L.A. students and educators deserve better. Tell @LASchools: Stop Starving L.A. Schools. Add your name to the @aftunion petition in support of @UTLAnow members who are #StrikeReady. #UTLAStrong #WeAreLA ,10,43476,Fri Jan 11 14:34:06 +0000 2019,"Laguna Beach, CA",389320865
"It's going to start with TSA, they'll strike literally paralyzing America. Then next month when the millions of Americans who depend on public assistance like SNAP will join TSA. Lastly the millions of Americans who look forward to that Tax Refund check will also revolt.",3,43476,Fri Jan 11 14:39:42 +0000 2019,"Manhattan, NY",1039770145
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 14:39:44 +0000 2019,"St Rose, LA",21299441
"@nevrsurrendr @wikileaks I did research the Iraq embassy events around May 2018 &amp; I'm going 2 speculate just as Wikilks that the meeting in mid April, (who was there &amp; topic)   COULD have triggered int'l supply shpmnts 2 fight ISIS &amp; PERHAPS anti-terror prep b4 &amp; aftr NATIONAL ELECTION in May?C sec.alert",5,43476,Fri Jan 11 14:41:33 +0000 2019,"Rockville, CT",766163216321900000
"=@cspf42 Sadly the vast majority of people who support him, he would never be in the same room as, other than a rally stadium.",1,43476,Fri Jan 11 14:44:04 +0000 2019,"Mansfield, MA",1159012399
"Win Win For MAGA if we get our wall , Great! if the Dems prevent us from getting wall they think that's a loss for @realDonaldTrump  but in fact it will further galvanize support for him , showing he is fighting for US and Dems Politicians care only about their Swamp",4,43476,Fri Jan 11 14:44:30 +0000 2019,"New Hampshire, USA",3313642687
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 14:58:21 +0000 2019,"Del Rio, TX",499042280
"@pghsymphony presents LIFT Every VOICE. 
Please join us on Saturday, March 2 at Heinz Hall as we celebrate phenomenal women that push the boundaries of artistic expression.â¦ ",8,43476,Fri Jan 11 15:01:02 +0000 2019,"Pittsburgh, PA",21541953
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 15:07:00 +0000 2019,"Richardson, TX",1921755078
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 15:10:06 +0000 2019,"Citrus Park, AZ",4558221792
"@pghsymphony presents LIFT Every VOICE. 
Please join us on Saturday, March 2 at Heinz Hall as we celebrate phenomenal women that push the boundaries of artistic expression. #LiftEveryVoiceâ¦ ",8,43476,Fri Jan 11 15:11:54 +0000 2019,"Pittsburgh, PA",21541953
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 15:18:22 +0000 2019,"Erie, PA",1058547244473950000
"=@ruetenik @siano2020 how could you trust an impostor? why not the OG? has he not proved heâs up for the fight? Come on man, he fights for you every damn Day and the least you can do is support him.",10,43476,Fri Jan 11 15:23:53 +0000 2019,"Ypsilanti, MI",65464577
"Tremendous support last night for our Lady Toopers and Toppers Basketball....we will keep fighting!  
#TopperPride",4,43476,Fri Jan 11 15:25:10 +0000 2019,"Marietta, GA",454995553
"We r just 3 weeks from @Cycle4Survival My family &amp; I are participating in our 7th  year of Cycle for Survival in memory of my dad, James E. Hart. 100% of all donations go to Cancer Research. Help us fight Cancer!! #jointhebattle #CyclewithHart â¤ï¸

",5,43476,Fri Jan 11 15:31:25 +0000 2019,"Massachusetts, USA",24919279
"@MichaelMWalter @DanCrenshawTX @tedcruz @JohnCornyn @Lizzie4Congress @USACEGALVESTON Iâve always said the only wall I will support &amp; fight to secure funds for is the coastal barrier for our region,aka âIke Dikeâ. That is a legacy project we would all embrace- saving lives, infrastructure &amp; environment. #EndTheShutdownNow",6,43476,Fri Jan 11 15:40:31 +0000 2019,"Washington, DC",40557819
@LouDobbs @QuietLiberty If he does they win they will change focus from them being stubbon to him going to court . we (his supporters) will stick by him just for fighting for us,4,43476,Fri Jan 11 15:42:30 +0000 2019,"New Hampshire, USA",3313642687
".@WorcesterFD Deputy Chief Martin Dyer joined the @worcestermag Radio Hour with Walter Bird to talk about how the department is doing following the tragic LODD of Christoper Roy, plus the unique challenges of fighting fire in Worcester.

",4,43476,Fri Jan 11 15:43:47 +0000 2019,"Worcester, MA",890544843931475000
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 15:47:39 +0000 2019,"Texas, USA",74013
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 15:48:27 +0000 2019,"Oklahoma, USA",822605154369277000
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 15:48:33 +0000 2019,"Arlington, VA",230043640
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 15:49:05 +0000 2019,"Charlotte, NC",4504624583
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 15:49:42 +0000 2019,"Hurst, TX",2409110353
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 15:50:16 +0000 2019,"Methuen Town, MA",47035507
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 15:51:37 +0000 2019,"Fort Smith, AR",2513237419
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 15:55:46 +0000 2019,"California, USA",22524716
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 15:57:03 +0000 2019,"Houston, TX",182408576
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 15:58:36 +0000 2019,"Dallas, TX",758133197242667000
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 15:59:27 +0000 2019,"Texas, USA",44169562
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 16:01:12 +0000 2019,"Mississippi, USA",932048014159511000
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 16:01:30 +0000 2019,"Missouri, USA",2659707990
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 16:02:20 +0000 2019,"Maryland, USA",159135222
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 16:04:44 +0000 2019,"Statesville, NC",456274363
"@Joy_Villa @AnnCoulter @realDonaldTrump âimpoverished Black Americans.

I will not cave. I will SUPPORT REAL Border Security. I SUPPORT THE WALL! @realDonaldTrumpâ BLACK? How about just using Americans why do you have to be so racist? We are fighting for all Americans.",4,43476,Fri Jan 11 16:07:10 +0000 2019,"Portland, OR",1054132597645700000
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 16:07:47 +0000 2019,"Fairfield, OH",348636019
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 16:09:28 +0000 2019,"Bentonville, AR",109803867
Guess what day it is?! HUMAN TRAFFICKING AWARENESS DAY ðµ Stop by the union and visit our table @WhyUsCampaign to get a blue ribbon to show your support and learn how you can help fight against this issue!!!! #HTawarenessday #WhyUs?,10,43476,Fri Jan 11 16:12:23 +0000 2019,"Columbus, OH",2379392761
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 16:12:59 +0000 2019,"Estelle, LA",4228710372
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 16:13:58 +0000 2019,"Lake Mary, FL",2328278531
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 16:21:22 +0000 2019,"South Carolina, USA",521541396
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 16:21:45 +0000 2019,"Dallas, TX",480449476
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 16:22:46 +0000 2019,"Pooler, GA",18533549
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 16:23:48 +0000 2019,"Allen, TX",725122975586873000
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 16:26:02 +0000 2019,"Henrietta, TX",742195059341168000
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 16:27:01 +0000 2019,"Metairie, LA",912471780421496000
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 16:27:29 +0000 2019,"Texas, USA",401078780
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 16:37:32 +0000 2019,"Greater Northdale, FL",58074660
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 16:42:18 +0000 2019,"Pearland, TX",890173063
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 16:42:27 +0000 2019,"New Orleans, LA",28476052
I agree with @tedcruz... It is LONG past time for congressional term limits. Join the fight and support Ted's constitutional amendment --&gt; ,0,43476,Fri Jan 11 16:45:15 +0000 2019,"Texas, USA",226261507
